-1	0	1	GD_00053	NA's	tot_avail
FB_0330303	221	1	214	221	1	436
FB_0330308	226	85	1	124	226	312
FB_0330309	104	227	1	104	104	332
FB_0330328	86	226	1	123	86	313
FB_0330338	353	82	1	353	82	436
FB_0330457	146	241	1	48	146	388
FB_0330459	221	1	214	221	1	436
FB_0331114	32	296	106	1	1	434
FB_0331125	144	242	1	49	144	387
FB_0331127	144	241	1	50	144	386
FB_0331133	218	1	217	218	1	436
FB_0331919	242	145	1	48	242	388
FB_0331926	145	242	1	48	145	388
FB_0331934	145	242	1	48	145	388
FB_0332800	240	146	1	49	240	387
FB_0332803	135	300	1	135	300	436
FB_0332806	223	1	212	223	1	436
FB_0332820	394	41	1	394	41	436
FB_0332840	85	225	1	125	85	311
FB_0333013	176	1	259	176	1	436
FB_0333016	85	225	1	125	85	311
FB_0333022	223	1	212	223	1	436
FB_0333034	224	1	211	224	1	436
FB_0333035	224	1	211	224	1	436
FB_0333037	394	41	1	394	41	436
FB_0333038	393	40	1	2	393	434
FB_0333043	240	146	1	49	240	387
FB_0333549	354	1	81	354	1	436
FB_0334307	218	216	1	1	218	435
FB_0334329	222	213	1	222	213	436
FB_0334926	283	1	152	283	1	436
FB_0335238	85	266	1	84	85	352
FB_0335240	269	81	1	85	269	351
FB_0335338	85	266	1	84	85	352
FB_0335348	273	121	1	41	273	395
FB_0335349	85	266	1	84	85	352
FB_0335523	275	119	1	41	275	395
FB_0335525	279	1	156	279	1	436
FB_0335535	268	82	1	85	268	351
FB_0336036	112	263	60	1	112	435
FB_0336046	151	267	1	17	151	419
FB_0336063	276	118	1	41	276	395
FB_0337042	120	276	1	39	120	397
FB_0337044	117	278	1	40	117	396
FB_0337045	38	284	113	1	38	435
FB_0337051	111	235	89	1	111	435
FB_0338060	91	230	19	1	95	340
FB_0338061	211	218	6	1	211	435
FB_0338082	3	221	210	1	1	434
FB_0338085	144	291	1	144	291	436
FB_0338087	6	258	171	1	6	435
FB_0338092	158	228	1	49	158	387
FB_0338093	92	299	44	1	92	435
FB_0339052	286	145	1	4	286	432
FB_0339053	285	145	1	5	285	431
FB_0339055	104	275	39	1	17	418
FB_0339062	206	222	6	1	1	434
FB_0339068	39	292	104	1	39	435
FB_0339069	40	290	104	1	1	434
FB_0339072	146	285	1	4	146	432
FB_0340484	267	168	1	267	168	436
FB_0340494	178	172	1	85	178	351
FB_0340495	4	200	231	1	4	435
FB_0340499	353	1	82	353	1	436
FB_0340501	166	231	1	38	166	398
FB_0340502	177	172	1	86	177	350
FB_0340903	231	200	4	1	231	435
FB_0340906	232	172	1	31	232	405
FB_0340909	85	290	60	1	85	435
FB_0340916	175	175	1	85	175	351
FB_0340917	109	279	1	47	109	389
FB_0340919	172	232	1	31	172	405
FB_0341666	185	180	1	70	185	366
FB_0341668	185	171	1	79	185	357
FB_0341669	230	201	4	1	230	435
FB_0341673	64	279	92	1	64	435
FB_0341683	92	279	64	1	92	435
FB_0341684	297	138	1	297	138	436
FB_0342929	139	191	1	105	139	331
FB_0342932	138	190	1	107	138	329
FB_0342934	22	228	182	1	3	432
FB_0343465	187	248	1	187	248	436
FB_0343479	203	153	1	79	203	357
FB_0343481	25	212	198	1	25	435
FB_0344903	145	289	1	1	145	435
FB_0344904	189	173	1	73	189	363
FB_0344907	249	186	1	249	186	436
FB_0344908	289	145	1	1	289	435
FB_0344910	173	189	1	73	173	363
FB_0344930	173	189	1	73	173	363
FB_0345411	146	288	1	1	146	435
FB_0345412	291	144	1	291	144	436
FB_0345413	289	146	1	289	146	436
FB_0345414	147	288	1	147	288	436
FB_0345418	146	289	1	146	289	436
FB_0345423	289	146	1	289	146	436
FB_0345431	89	262	1	84	89	352
FB_0346028	138	223	1	74	138	362
FB_0346036	167	214	1	54	167	382
FB_0346046	217	165	1	53	217	383
FB_0346906	243	151	1	41	243	395
FB_0346912	151	243	1	41	151	395
FB_0346915	108	250	1	77	108	359
FB_0347184	356	1	79	356	1	436
FB_0347189	151	243	1	41	151	395
FB_0347190	151	243	1	41	151	395
FB_0347192	243	151	1	41	243	395
FB_0347198	253	110	1	72	253	364
FB_0347204	72	363	1	72	363	436
FB_0347205	363	72	1	363	72	436
FB_0347588	251	184	1	251	184	436
FB_0347988	180	214	1	41	180	395
FB_0347990	139	262	1	34	139	402
FB_0348001	104	258	1	73	104	363
FB_0348004	180	252	1	3	180	433
FB_0348117	180	254	1	1	180	435
FB_0348126	258	104	1	73	258	363
FB_0348676	99	335	1	1	99	435
FB_0348693	335	99	1	1	335	435
FB_0348697	341	94	1	341	94	436
FB_0349124	341	94	1	341	94	436
FB_0349126	99	334	1	2	99	434
FB_0349750	226	175	1	34	226	402
FB_0349751	166	253	1	16	166	420
FB_0349752	166	253	1	16	166	420
FB_0349753	175	228	1	32	175	404
FB_0349767	226	175	1	34	226	402
FB_0349772	94	340	1	1	94	435
FB_0349776	226	175	1	34	226	402
FB_0349778	94	340	1	1	94	435
FB_0349781	175	226	1	34	175	402
FB_0349785	175	226	1	34	175	402
FB_0350111	283	152	1	283	152	436
FB_0350114	376	1	59	376	1	436
FB_0350118	209	141	1	85	209	351
FB_0350124	214	191	1	30	214	406
FB_0350132	190	226	1	19	190	417
FB_0350133	266	169	1	266	169	436
FB_0350560	141	209	1	85	141	351
FB_0351380	216	219	1	216	219	436
FB_0351381	187	243	3	1	2	433
FB_0351386	55	329	50	1	1	434
FB_0351898	23	311	101	1	23	435
FB_0351907	208	218	1	9	208	427
FB_0352048	272	162	1	1	272	435
FB_0352053	242	184	1	9	242	427
FB_0352058	159	260	1	16	159	420
FB_0352059	210	181	1	44	210	392
FB_0352061	263	126	1	46	263	390
FB_0352361	178	224	1	33	178	403
FB_0352364	177	221	1	37	177	399
FB_0352365	221	178	1	36	221	400
FB_0352398	163	256	1	16	163	420
FB_0352718	255	180	1	255	180	436
FB_0353159	86	245	99	1	5	430
FB_0353160	101	249	85	1	101	435
FB_0353164	103	249	83	1	103	435
FB_0353756	121	272	1	42	121	394
FB_0353760	223	179	1	33	223	403
FB_0353763	179	222	1	34	179	402
FB_0353770	199	207	1	29	199	407
FB_0354202	212	193	1	30	212	406
FB_0354210	179	224	1	32	179	404
FB_0354221	95	340	1	95	340	436
FB_0354226	220	199	1	16	220	420
FB_0354228	92	341	1	2	92	434
FB_0354230	218	199	1	18	218	418
FB_0354236	257	163	1	15	257	421
FB_0354239	194	210	1	31	194	405
FB_0354722	182	219	1	34	182	402
FB_0354728	182	219	1	34	182	402
FB_0354732	158	257	1	20	158	416
FB_0354735	219	182	1	34	219	402
FB_0354740	160	260	1	15	160	421
FB_0354746	259	158	1	18	259	418
FB_0354750	259	158	1	18	259	418
FB_0354753	219	182	1	34	219	402
FB_0354768	219	182	1	34	219	402
FB_0354770	182	211	1	42	182	394
FB_0355073	219	183	1	33	219	403
FB_0355076	221	183	1	31	221	405
FB_0355078	207	196	1	32	207	404
FB_0355100	218	197	1	20	218	416
FB_0355396	185	217	1	33	185	403
FB_0355403	156	262	1	17	156	419
FB_0355441	261	160	1	14	261	422
FB_0355446	262	157	1	16	262	420
FB_0355449	184	221	1	30	184	406
FB_0356156	202	211	1	22	202	414
FB_0356157	259	162	1	14	259	422
FB_0356160	163	209	1	63	163	373
FB_0356161	214	1	221	214	1	436
FB_0356162	214	1	221	214	1	436
FB_0356435	128	271	1	36	128	400
FB_0356440	209	1	226	209	1	436
FB_0356453	128	152	1	155	128	281
FB_0357350	219	1	216	219	1	436
FB_0357356	218	1	217	218	1	436
FB_0357363	255	164	1	16	255	420
FB_0357368	216	1	219	216	1	436
FB_0357369	180	227	1	28	180	408
FB_0357371	216	1	219	216	1	436
FB_0357798	216	1	219	216	1	436
FB_0357815	217	1	218	217	1	436
FB_0358336	127	266	1	42	127	394
FB_0358337	127	266	1	42	127	394
FB_0358340	127	264	1	44	127	392
FB_0358604	371	1	64	371	1	436
FB_0358841	264	128	1	43	264	393
FB_0358842	264	128	1	43	264	393
FB_0358843	264	128	1	43	264	393
FB_0358849	128	263	1	44	128	392
FB_0358851	209	202	1	24	209	412
FB_0358862	202	209	1	24	202	412
FB_0358866	343	77	1	15	343	421
FB_0359060	219	181	1	35	219	401
FB_0359078	181	218	1	36	181	400
FB_0359098	262	128	1	45	262	391
FB_0359645	256	164	1	15	256	421
FB_0359648	262	128	1	45	262	391
FB_0359650	128	260	1	47	128	389
FB_0359651	202	203	1	30	202	406
FB_0359684	259	128	1	48	259	388
FB_0360030	128	261	1	46	128	390
FB_0360031	257	161	1	17	257	419
FB_0360037	261	128	1	46	261	390
FB_0360039	191	204	1	40	191	396
FB_0360045	161	257	1	17	161	419
FB_0360096	260	128	1	47	260	389
FB_0360622	339	96	1	339	96	436
FB_0361401	160	274	1	1	160	435
FB_0361410	257	159	1	19	257	417
FB_0361417	160	275	1	160	275	436
FB_0362423	164	257	1	14	164	422
FB_0363139	142	210	1	83	142	353
FB_0363142	193	204	1	38	193	398
FB_0363149	327	107	1	1	327	435
FB_0363165	329	106	1	329	106	436
FB_0363422	142	210	1	83	142	353
FB_0363923	153	281	1	1	153	435
FB_0363964	281	153	1	1	281	435
FB_0363970	181	254	1	181	254	436
FB_0363980	218	118	1	99	218	337
FB_0363982	153	281	1	1	153	435
FB_0363999	206	113	1	116	206	320
FB_0364470	261	126	1	48	261	388
FB_0364473	126	262	1	47	126	389
FB_0364483	218	180	1	37	218	399
FB_0365149	179	222	1	34	179	402
FB_0365160	368	1	67	368	1	436
FB_0365213	100	335	1	100	335	436
FB_0365214	3	182	249	1	1	434
FB_0365226	100	335	1	100	335	436
FB_0365536	3	182	250	1	3	435
FB_0365538	189	243	3	1	189	435
FB_0365542	188	244	3	1	188	435
FB_0366006	2	241	191	1	1	434
FB_0366017	215	217	1	3	215	433
FB_0366025	189	243	3	1	189	435
FB_0366029	191	242	2	1	191	435
FB_0366056	217	136	1	82	217	354
FB_0366582	219	215	1	1	219	435
FB_0366583	272	161	1	2	272	434
FB_0366584	244	166	1	25	244	411
FB_0366862	28	146	261	1	28	435
FB_0366863	183	209	43	1	183	435
FB_0366865	261	146	28	1	261	435
FB_0366875	261	146	27	1	1	434
FB_0366890	27	146	262	1	27	435
FB_0367318	82	333	1	20	82	416
FB_0367331	170	243	1	22	170	414
FB_0367674	88	332	1	15	88	421
FB_0368056	206	184	1	45	206	391
FB_0368061	141	209	1	85	141	351
FB_0368062	141	209	1	85	141	351
FB_0368065	206	184	1	45	206	391
FB_0368185	393	42	1	393	42	436
FB_0368188	41	393	1	1	41	435
FB_0368190	227	1	208	227	1	436
FB_0368192	145	223	1	67	145	369
FB_0368193	228	1	207	228	1	436
FB_0368278	228	1	207	228	1	436
FB_0368284	42	393	1	42	393	436
FB_0368710	143	226	1	66	143	370
FB_0368723	146	225	1	64	146	372
FB_0369304	354	80	1	1	354	435
FB_0369306	354	79	1	2	354	434
FB_0369312	184	208	1	43	184	393
FB_0369315	211	182	1	42	211	394
FB_0370191	397	37	1	1	397	435
FB_0370194	230	1	205	230	1	436
FB_0370195	232	1	203	232	1	436
FB_0370197	269	146	1	20	269	416
FB_0370202	272	146	1	17	272	419
FB_0370204	168	251	1	16	168	420
FB_0370217	276	144	1	15	276	421
FB_0370454	146	267	1	22	146	414
FB_0370455	46	388	1	1	46	435
FB_0370461	206	203	1	26	206	410
FB_0370764	232	1	203	232	1	436
FB_0370766	227	1	208	227	1	436
FB_0370772	230	146	1	59	230	377
FB_0370778	200	190	1	45	200	391
FB_0370782	201	189	1	45	201	391
FB_0370801	290	130	1	15	290	421
FB_0371528	333	98	1	4	333	432
FB_0371534	229	147	1	59	229	377
FB_0371536	336	98	1	1	336	435
FB_0371538	230	1	205	230	1	436
FB_0371541	234	141	1	60	234	376
FB_0371554	237	112	1	86	237	350
FB_0372378	84	268	81	1	2	433
FB_0372386	84	270	81	1	84	435
FB_0372389	178	219	1	38	178	398
FB_0372399	401	34	1	401	34	436
FB_0373001	84	270	81	1	84	435
FB_0374747	185	241	1	9	185	427
FB_0374760	392	1	43	392	1	436
FB_0374774	81	273	81	1	81	435
FB_0375668	229	1	206	229	1	436
FB_0375671	195	228	1	12	195	424
FB_0375697	374	1	61	374	1	436
FB_0375945	248	186	1	1	248	435
FB_0375955	229	194	1	12	229	424
FB_0375958	374	1	61	374	1	436
FB_0377009	213	153	1	69	213	367
FB_0377010	201	185	1	49	201	387
FB_0377016	260	175	1	260	175	436
FB_0377017	83	352	1	83	352	436
FB_0377153	230	195	1	10	230	426
FB_0377159	76	275	84	1	76	435
FB_0377179	69	285	81	1	69	435
FB_0377180	69	283	82	1	1	434
FB_0377186	67	245	122	1	1	434
FB_0377677	325	108	1	2	325	434
FB_0378097	320	100	1	15	320	421
FB_0378099	66	241	128	1	66	435
FB_0378102	100	320	1	15	100	421
FB_0378266	250	171	1	14	250	422
FB_0378273	107	227	1	101	107	335
FB_0378277	249	172	1	14	249	422
FB_0378279	362	1	73	362	1	436
FB_0378287	140	273	1	22	140	414
FB_0378291	368	1	67	368	1	436
FB_0378296	369	1	66	369	1	436
FB_0378875	127	225	83	1	127	435
FB_0378879	335	100	1	335	100	436
FB_0378881	107	306	22	1	107	435
FB_0378882	84	307	44	1	84	435
FB_0378883	84	307	44	1	84	435
FB_0378884	44	306	85	1	44	435
FB_0378885	23	305	107	1	23	435
FB_0378899	363	1	72	363	1	436
FB_0378900	184	228	1	23	184	413
FB_0378904	85	306	44	1	85	435
FB_0379554	398	36	1	1	398	435
FB_0379577	370	1	65	370	1	436
FB_0379786	224	1	211	224	1	436
FB_0379788	223	1	212	223	1	436
FB_0379793	227	183	1	25	227	411
FB_0379797	33	402	1	33	402	436
FB_0379807	369	1	66	369	1	436
FB_0379809	225	1	210	225	1	436
FB_0379818	226	1	209	226	1	436
FB_0380669	33	401	1	1	33	435
FB_0380673	403	31	1	1	403	435
FB_0380679	187	247	1	1	187	435
FB_0380680	137	283	1	15	137	421
FB_0380683	393	42	1	393	42	436
FB_0380687	235	181	1	19	235	417
FB_0380694	286	134	1	15	286	421
FB_0381109	224	1	211	224	1	436
FB_0381115	404	31	1	404	31	436
FB_0381658	223	1	212	223	1	436
FB_0381659	74	361	1	74	361	436
FB_0381678	94	324	1	17	94	419
FB_0381686	74	361	1	74	361	436
FB_0382342	134	300	1	1	134	435
FB_0382345	171	223	41	1	171	435
FB_0382348	176	182	1	77	176	359
FB_0382351	112	279	44	1	112	435
FB_0382354	3	164	268	1	3	435
FB_0382364	358	1	77	358	1	436
FB_0382645	168	251	1	16	168	420
FB_0382647	137	219	1	79	137	357
FB_0382650	30	405	1	30	405	436
FB_0382652	393	40	1	2	393	434
FB_0382654	228	1	207	228	1	436
FB_0382659	170	248	1	17	170	419
FB_0382662	40	394	1	1	40	435
FB_0382985	188	176	1	71	188	365
FB_0384141	215	175	1	45	215	391
FB_0384145	86	347	1	2	86	434
FB_0384153	197	1	238	197	1	436
FB_0384158	230	1	205	230	1	436
FB_0384526	87	348	1	87	348	436
FB_0384527	181	202	1	52	181	384
FB_0384528	235	120	1	80	235	356
FB_0384529	202	180	1	53	202	383
FB_0384537	230	1	205	230	1	436
FB_0384539	270	165	1	270	165	436
FB_0384543	348	87	1	348	87	436
FB_0385336	3	181	251	1	3	435
FB_0385963	199	208	1	28	199	408
FB_0385970	168	267	1	168	267	436
FB_0385972	88	347	1	88	347	436
FB_0385990	181	252	1	2	181	434
FB_0386767	139	221	1	75	139	361
FB_0386768	99	329	1	7	99	429
FB_0386769	100	328	1	7	100	429
FB_0386775	328	100	1	7	328	429
FB_0387349	184	223	1	28	184	408
FB_0387753	257	170	1	8	257	428
FB_0387766	168	258	1	9	168	427
FB_0387775	322	113	1	322	113	436
FB_0387778	232	142	1	61	232	375
FB_0387786	267	167	1	1	267	435
FB_0387788	182	224	1	29	182	407
FB_0387793	113	322	1	113	322	436
FB_0387794	182	224	1	29	182	407
FB_0388776	258	168	1	9	258	427
FB_0388787	114	320	1	1	114	435
FB_0388791	145	228	1	62	145	374
FB_0388797	183	225	1	27	183	409
FB_0388815	322	113	1	322	113	436
FB_0389298	133	271	28	1	3	432
FB_0389304	28	272	133	1	2	433
FB_0389305	28	274	133	1	28	435
FB_0389309	133	273	28	1	1	434
FB_0389888	177	218	1	40	177	396
FB_0389889	218	177	1	40	218	396
FB_0389904	393	42	1	393	42	436
FB_0389909	225	182	1	28	225	408
FB_0389915	46	383	6	1	46	435
FB_0389991	28	275	132	1	28	435
FB_0389992	123	251	60	1	1	434
FB_0389993	201	178	1	56	201	380
FB_0390000	363	70	1	2	363	434
FB_0390479	222	131	1	82	222	354
FB_0390481	165	270	1	165	270	436
FB_0390484	156	277	1	2	156	434
FB_0390489	363	72	1	363	72	436
FB_0390491	235	1	200	235	1	436
FB_0390502	213	188	1	34	213	402
FB_0390504	391	44	1	391	44	436
FB_0390505	363	72	1	363	72	436
FB_0390508	84	280	71	1	84	435
FB_0391309	40	321	72	1	2	433
FB_0391310	184	224	1	27	184	409
FB_0392182	362	1	73	362	1	436
FB_0392184	363	1	72	363	1	436
FB_0392193	224	183	1	28	224	408
FB_0392204	227	145	1	63	227	373
FB_0392208	183	224	1	28	183	408
FB_0392421	182	224	1	29	182	407
FB_0392422	252	182	1	1	252	435
FB_0392425	41	321	73	1	41	435
FB_0392441	32	307	1	96	32	340
FB_0392499	204	224	1	7	204	429
FB_0392502	90	344	1	1	90	435
FB_0392503	344	91	1	344	91	436
FB_0392504	202	226	1	7	202	429
FB_0392505	145	226	1	64	145	372
FB_0392512	228	144	1	63	228	373
FB_0392587	347	88	1	347	88	436
FB_0393156	258	166	1	11	258	425
FB_0394315	183	251	1	1	183	435
FB_0394747	135	273	27	1	135	435
FB_0394752	27	273	135	1	27	435
FB_0395191	186	222	1	27	186	409
FB_0395196	186	222	1	27	186	409
FB_0395205	207	219	1	9	207	427
FB_0395766	91	344	1	91	344	436
FB_0395777	91	344	1	91	344	436
FB_0395782	91	344	1	91	344	436
FB_0395784	91	344	1	91	344	436
FB_0396402	96	339	1	96	339	436
FB_0396409	94	341	1	94	341	436
FB_0396411	342	93	1	342	93	436
FB_0396847	229	204	1	2	229	434
FB_0396867	114	238	1	83	114	353
FB_0396868	238	114	1	83	238	353
FB_0397625	228	206	1	1	228	435
FB_0397642	207	226	1	2	207	434
FB_0397897	96	339	1	96	339	436
FB_0398047	104	308	23	1	104	435
FB_0398054	22	281	132	1	22	435
FB_0398062	176	240	1	19	176	417
FB_0398064	196	209	1	30	196	406
FB_0398065	240	193	1	2	240	434
FB_0398074	224	210	1	1	224	435
FB_0398749	205	209	1	21	205	415
FB_0398754	243	170	1	22	243	414
FB_0398756	44	387	1	4	44	432
FB_0398757	232	1	203	232	1	436
FB_0398761	307	128	1	307	128	436
FB_0398770	218	1	217	218	1	436
FB_0399047	111	209	1	115	111	321
FB_0399619	2	252	181	1	2	435
FB_0399627	204	179	1	52	204	384
FB_0399637	118	315	1	2	118	434
FB_0399640	116	208	1	111	116	325
FB_0399643	179	204	1	52	179	384
FB_0399644	110	301	24	1	110	435
FB_0400333	176	259	1	176	259	436
FB_0400909	156	222	1	57	156	379
FB_0400910	140	285	1	10	140	426
FB_0400919	161	217	1	57	161	379
FB_0400921	225	210	1	225	210	436
FB_0401456	215	216	1	4	215	432
FB_0401458	170	265	1	170	265	436
FB_0401464	140	273	1	22	140	414
FB_0401468	273	140	1	22	273	414
FB_0401470	273	140	1	22	273	414
FB_0401480	140	273	1	22	140	414
FB_0401483	273	140	1	22	273	414
FB_0402047	257	156	1	22	257	414
FB_0402050	241	169	1	25	241	411
FB_0402051	269	160	1	6	269	430
FB_0402065	403	32	1	403	32	436
FB_0402081	390	44	1	1	390	435
FB_0402090	403	32	1	403	32	436
FB_0402591	322	113	1	322	113	436
FB_0402603	112	323	1	112	323	436
FB_0402605	228	1	207	228	1	436
FB_0402610	133	236	1	66	133	370
FB_0402612	237	1	198	237	1	436
FB_0402623	184	233	1	18	184	418
FB_0402626	233	183	1	19	233	417
FB_0402631	335	100	1	335	100	436
FB_0403176	227	186	1	22	227	414
FB_0403182	225	188	1	22	225	414
FB_0403192	230	186	1	19	230	417
FB_0403222	227	186	1	22	227	414
FB_0403676	83	238	1	114	83	322
FB_0404463	48	45	1	342	48	94
FB_0405230	94	318	1	23	94	413
FB_0405232	403	32	1	403	32	436
FB_0405233	22	282	131	1	22	435
FB_0405249	170	263	1	2	170	434
FB_0405253	131	282	22	1	131	435
FB_0405255	130	236	1	69	130	367
FB_0405715	327	94	1	14	327	422
FB_0405728	94	327	1	14	94	422
FB_0406116	264	171	1	264	171	436
FB_0406117	94	233	1	108	94	328
FB_0406851	132	224	1	79	132	357
FB_0406852	353	82	1	353	82	436
FB_0406871	177	256	1	2	177	434
FB_0406882	299	41	1	95	299	341
FB_0408375	132	225	1	78	132	358
FB_0408387	254	180	1	1	254	435
FB_0408394	29	53	351	1	2	433
FB_0408412	165	253	1	17	165	419
FB_0408417	208	226	1	1	208	435
FB_0408801	26	261	143	1	5	430
FB_0408802	26	265	143	1	1	434
FB_0408805	26	266	143	1	26	435
FB_0408806	253	181	1	1	253	435
FB_0409127	133	280	1	22	133	414
FB_0409129	75	279	81	1	75	435
FB_0409132	118	255	61	1	1	434
FB_0409141	62	254	119	1	62	435
FB_0409147	324	99	1	12	324	424
FB_0409151	98	326	1	11	98	425
FB_0409156	231	184	1	20	231	416
FB_0409675	214	1	221	214	1	436
FB_0409694	218	1	217	218	1	436
FB_0409798	114	244	53	1	24	411
FB_0409966	240	194	1	1	240	435
FB_0409971	123	210	85	1	17	418
FB_0410049	239	192	1	4	239	432
FB_0410059	84	226	123	1	2	433
FB_0410066	240	194	1	1	240	435
FB_0410956	85	336	1	14	85	422
FB_0411206	225	209	1	1	225	435
FB_0411211	216	1	219	216	1	436
FB_0411213	216	1	219	216	1	436
FB_0411216	216	1	219	216	1	436
FB_0411217	214	1	221	214	1	436
FB_0411238	155	220	1	60	155	376
FB_0411246	223	155	1	57	223	379
FB_0411306	142	291	1	2	142	434
FB_0411310	212	1	223	212	1	436
FB_0411478	292	143	1	292	143	436
FB_0411479	143	292	1	143	292	436
FB_0411487	216	1	219	216	1	436
FB_0411491	144	291	1	144	291	436
FB_0411694	391	44	1	391	44	436
FB_0411697	380	1	55	380	1	436
FB_0411698	213	1	222	213	1	436
FB_0412425	248	1	187	248	1	436
FB_0412436	222	169	1	44	222	392
FB_0413173	82	353	1	82	353	436
FB_0413175	81	354	1	81	354	436
FB_0413188	182	240	1	13	182	423
FB_0414059	178	257	1	178	257	436
FB_0414063	224	169	1	42	224	394
FB_0414099	178	257	1	178	257	436
FB_0414109	169	224	1	42	169	394
FB_0414665	379	1	56	379	1	436
FB_0414673	178	257	1	178	257	436
FB_0414694	199	221	1	15	199	421
FB_0415487	212	1	223	212	1	436
FB_0415504	291	144	1	291	144	436
FB_0415516	144	291	1	144	291	436
FB_0415526	210	225	1	210	225	436
FB_0416083	397	38	1	397	38	436
FB_0416103	397	35	1	3	397	433
FB_0416107	27	289	119	1	27	435
FB_0416108	258	153	1	24	258	412
FB_0416137	118	291	25	1	1	434
FB_0416997	212	1	223	212	1	436
FB_0417197	143	292	1	143	292	436
FB_0417203	174	240	1	21	174	415
FB_0417208	100	211	1	124	100	312
FB_0417637	385	1	50	385	1	436
FB_0417642	231	187	1	17	231	419
FB_0417939	181	214	1	40	181	396
FB_0417946	109	254	70	1	2	433
FB_0418365	47	387	1	1	47	435
FB_0418563	102	242	91	1	102	435
FB_0418565	125	211	1	99	125	337
FB_0418576	242	189	1	4	242	432
FB_0418586	381	1	54	381	1	436
FB_0418589	197	214	1	24	197	412
FB_0418734	202	149	82	1	2	433
FB_0419285	184	237	1	14	184	422
FB_0419286	242	182	1	11	242	425
FB_0419289	179	214	1	42	179	394
FB_0419771	70	250	115	1	70	435
FB_0420128	286	149	1	286	149	436
FB_0420129	68	216	151	1	68	435
FB_0420130	149	286	1	149	286	436
FB_0420150	151	217	67	1	151	435
FB_0420170	67	215	152	1	1	434
FB_0420881	150	285	1	150	285	436
FB_0420884	151	283	1	1	151	435
FB_0420891	187	203	1	45	187	391
FB_0420895	5	183	247	1	5	435
FB_0420896	248	182	5	1	248	435
FB_0420898	5	184	246	1	5	435
FB_0420902	151	284	1	151	284	436
FB_0420924	285	150	1	285	150	436
FB_0421231	99	207	129	1	99	435
FB_0421295	84	351	1	84	351	436
FB_0421299	95	211	129	1	95	435
FB_0421316	203	215	1	17	203	419
FB_0421614	149	286	1	149	286	436
FB_0421620	148	286	1	1	148	435
FB_0421625	161	273	1	1	161	435
FB_0421635	152	213	70	1	152	435
FB_0421638	184	248	1	3	184	433
FB_0422078	248	168	1	19	248	417
FB_0422079	390	1	45	390	1	436
FB_0423029	197	238	1	197	238	436
FB_0423030	4	230	200	1	1	434
FB_0423239	44	152	239	1	44	435
FB_0423612	200	232	3	1	200	435
FB_0423614	245	187	3	1	245	435
FB_0423615	200	231	4	1	200	435
FB_0423617	3	187	245	1	3	435
FB_0423631	200	232	3	1	200	435
FB_0423637	200	232	3	1	200	435
FB_0424215	231	192	1	12	231	424
FB_0424557	4	233	198	1	4	435
FB_0424562	3	188	244	1	3	435
FB_0424563	3	232	197	1	3	432
FB_0424924	338	75	1	22	338	414
FB_0424926	312	115	1	8	312	428
FB_0425610	63	225	147	1	63	435
FB_0425611	83	229	123	1	83	435
FB_0425614	122	228	85	1	122	435
FB_0425793	63	222	148	1	2	433
FB_0426240	169	230	1	36	169	400
FB_0426471	160	256	1	19	160	417
FB_0426498	42	393	1	42	393	436
FB_0427282	173	232	1	30	173	406
FB_0427287	3	224	208	1	3	435
FB_0427296	99	264	72	1	99	435
FB_0427306	39	327	69	1	39	435
FB_0427457	230	205	1	230	205	436
FB_0427459	230	175	1	30	230	406
FB_0427463	5	221	209	1	5	435
FB_0427467	35	325	69	1	6	429
FB_0427473	72	260	103	1	72	435
FB_0428214	209	201	1	25	209	411
FB_0428219	193	131	1	111	193	325
FB_0428220	68	126	241	1	68	435
FB_0428229	230	205	1	230	205	436
FB_0428244	184	156	1	95	184	341
FB_0428250	4	222	209	1	4	435
FB_0428254	4	222	209	1	4	435
FB_0428720	171	259	5	1	171	435
FB_0428721	241	127	67	1	241	435
FB_0428723	191	155	1	89	191	347
FB_0428726	133	196	1	106	133	330
FB_0428728	40	395	1	40	395	436
FB_0429182	172	254	8	1	1	434
FB_0429192	241	175	1	19	241	417
FB_0429278	194	131	1	110	194	326
FB_0429288	304	131	1	304	131	436
FB_0429289	131	302	1	2	131	434
FB_0429978	183	133	1	119	183	317
FB_0429981	196	133	1	106	196	330
FB_0429982	195	133	1	107	195	329
FB_0429988	210	219	6	1	210	435
FB_0429994	210	219	6	1	210	435
FB_0430001	6	219	210	1	6	435
FB_0430238	274	161	1	274	161	436
FB_0430240	3	223	209	1	3	435
FB_0430249	69	250	115	1	1	434
FB_0430251	208	224	3	1	208	435
FB_0430261	160	275	1	160	275	436
FB_0430670	238	182	1	15	238	421
FB_0431150	395	40	1	395	40	436
FB_0431151	395	40	1	395	40	436
FB_0431160	40	395	1	40	395	436
FB_0431170	105	208	122	1	105	435
FB_0431171	126	206	103	1	126	435
FB_0431177	211	221	2	1	1	434
FB_0431636	235	162	1	38	235	398
FB_0431637	165	235	1	35	165	401
FB_0432447	236	167	1	32	236	404
FB_0432458	236	167	1	32	236	404
FB_0432789	203	164	1	68	203	368
FB_0432792	163	203	1	69	163	367
FB_0432796	194	166	1	75	194	361
FB_0432803	286	148	1	1	286	435
FB_0433266	273	162	1	273	162	436
FB_0433269	42	327	66	1	42	435
FB_0433272	106	326	1	3	106	433
FB_0433287	179	204	1	52	179	384
FB_0433621	262	126	1	47	262	389
FB_0433622	162	257	1	16	162	420
