EV_Eve1_R422	FB_0000011	FB_0000517	FB_0000521	FB_0000529	FB_0000582	FB_0000870	FB_0000880	FB_0000978	FB_0000981	FB_0000984	FB_0000986	FB_0000988	FB_0000989	FB_0000993	FB_0000996	FB_0001462	FB_0001465	FB_0001467	FB_0001468	FB_0001475	FB_0002378	FB_0002632	FB_0002636	FB_0002637	FB_0002639	FB_0002649	FB_0002653	FB_0003079	FB_0003096	FB_0003104	FB_0003106	FB_0003107	FB_0003114	FB_0003118	FB_0003482	FB_0003485	FB_0003489	FB_0003490	FB_0003491	FB_0004014	FB_0004016	FB_0004019	FB_0004037	FB_0004038	FB_0004046	FB_0004993	FB_0005006	FB_0005008	FB_0005457	FB_0005458	FB_0005460	FB_0005956	FB_0005957	FB_0005958	FB_0005963	FB_0005966	FB_0005974	FB_0005980	FB_0007370	FB_0007375	FB_0007388	FB_0007623	FB_0007625	FB_0007631	FB_0007637	FB_0008274	FB_0008287	FB_0008291	FB_0008294	FB_0008612	FB_0008635	FB_0008637	FB_0009203	FB_0009209	FB_0009214	FB_0009218	FB_0009219	FB_0009220	FB_0009237	FB_0009256	FB_0009745	FB_0009751	FB_0009753	FB_0009773	FB_0010446	FB_0010458	FB_0010475	FB_0010610	FB_0010613	FB_0010620	FB_0010622	FB_0010624	FB_0010626	FB_0010630	FB_0011059	FB_0011074	FB_0011075	FB_0011077	(Other)
FuxPi_4	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555	2705	4669	2610	555
FuxPi_40_bis	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674	2917	4140	2808	674
FuxPi_41_bis	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662	2776	4352	2749	662
FuxPi_42	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636	2827	4413	2663	636
FuxPi_43	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695	2801	4282	2761	695
FuxPi_44	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567	2917	4279	2776	567
FuxPi_45	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910	2896	3859	2874	910
FuxPi_46_bis	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445	2710	4780	2604	445
FuxPi_48	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704	2651	4589	2595	704
FuxPi_49	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560	2728	4554	2697	560
FuxPi_5	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629	2782	4423	2705	629
FuxPi_50	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721	2750	4399	2669	721
FuxPi_52	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637	2642	4721	2539	637
FuxPi_53	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789	2777	4204	2769	789
FuxPi_54	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720	2775	4362	2682	720
FuxPi_55	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545	2925	4205	2864	545
FuxPi_56	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733	2750	4357	2699	733
FuxPi_57	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659	2748	4475	2657	659
FuxPi_58	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712	2625	4600	2602	712
FuxPi_59	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634	2744	4527	2634	634
FuxPi_6	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528	2736	4611	2664	528
FuxPi_60	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678	2976	3943	2942	678
FuxPi_61	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858	2676	4382	2623	858
FuxPi_62	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752	2885	4082	2820	752
FuxPi_63	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783	2836	4101	2819	783
FuxPi_64	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649	2719	4498	2673	649
FuxPi_65	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507	2714	4623	2695	507
FuxPi_66	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687	2799	4273	2780	687
FuxPi_67	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611	2586	4760	2582	611
FuxPi_68	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715	2733	4406	2685	715
FuxPi_69	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464	2734	4674	2667	464
FuxPi_7	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576	2783	4479	2701	576
FuxPi_70	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547	2668	4678	2646	547
FuxPi_71	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630	2698	4564	2647	630
FuxPi_72	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505	2796	4567	2671	505
FuxPi_73	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744	2788	4275	2732	744
FuxPi_75	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617	2766	4437	2719	617
FuxPi_76	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702	2517	4823	2497	702
FuxPi_77	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491	2970	4131	2947	491
FuxPi_8	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584	2868	4227	2860	584
FuxPi_80	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548	2740	4613	2638	548
FuxPi_83	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607	2745	4521	2666	607
FuxPi_84	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787	2904	4007	2841	787
FuxPi_85	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514	2822	4496	2707	514
FuxPi_87	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654	2969	4089	2827	654
FuxPi_88	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545	2719	4635	2640	545
